,TERMO
3938,IBIRA
3939,POSTO
3940,HELGA
3941,CRUEL
3942,GARBO
3943,ALANE
3944,PEDRO
3945,TEIMO
3946,KUDZU
3947,AFUDE
3948,MUNIR
3949,VACAR
3950,MUSCA
3951,HERDE
3952,ZAGAL
3953,ITAGI
3954,MESMA
3955,VARJA
3956,PADRE
3957,MOGAO
3958,ALADI
3959,DENDE
3960,TIPOI
3961,BREIA
3962,GEISE
3963,QUARK
3964,ALIAR
3965,DOBRO
3966,PECHA
3967,GERAR
3968,APEAR
3969,ANEXO
3970,RISCA
3971,BAUNA
3972,JORRA
3973,FINES
3974,TORVO
3975,AONDE
3976,PANDO
3977,MUDEZ
3978,RELHA
3979,DOUDA
3980,PRAZO
3981,LIMPO
3982,BISEI
3983,DRAFT
3984,MAISO
3985,CESSE
3986,GALHO
3987,NINAM
3988,CILIO
3989,OURAR
3990,BURRO
3991,CANIL
3992,DITAR
3993,DOTAR
3994,ZAGRE
3995,CATUA
3996,BLUSA
3997,PUJOU
3998,ACAES
3999,MESTA
4000,BLUCO
4001,LAICO
4002,FORTE
4003,MIGAS
4004,NONAS
4005,ORLAR
4006,ILUDO
4007,PLACA
4008,MAUES
4009,MOCHA
4010,TAIPA
4011,NOVOS
4012,PANGO
4013,SALTE
4014,TALAS
4015,PUTOS
4016,BEATO
4017,VISON
4018,POMAR
4019,SETAS
4020,MORCA
4021,REPOS
4022,SECAR
4023,CAFUA
4024,SIRTE
4025,VALAO
4026,BALDA
4027,GUEIS
4028,GELAR
4029,MACAE
4030,MAURA
4031,PEGAS
4032,JACRE
4033,SUJAS
4034,RALAR
4035,ELEMI
4036,POMAS
4037,LIBRE
4038,VETOR
4039,RASCA
4040,SAPAO
4041,OTICO
4042,FEOFO
4043,GRACO
4044,UCCLA
4045,DECEM
4046,ABATI
4047,DINDA
4048,XORCA
4049,SIRGA
4050,ARMAI
4051,TASTO
4052,SALAS
4053,AREJO
4054,PARGA
4055,BINGA
4056,ZIPAS
4057,RALAM
4058,EXATA
4059,TALAI
4060,EXIME
4061,BALHO
4062,ERRES
4063,TAPOU
4064,IDOLO
4065,TREVA
4066,FERAZ
4067,TAXAI
4068,TERNO
4069,MIRTO
4070,ORNES
4071,VIROU
4072,BANIR
4073,MOIDO
4074,COMBO
4075,EPICA
4076,ISOLO
4077,ARCAZ
4078,IGACI
4079,ZIPER
4080,LUGAR
4081,ANEIS
4082,LUXAS
4083,FRETE
4084,RUMAS
4085,OUROU
4086,FONTE
4087,LIAIS
4088,DUBIO
4089,BAMBU
4090,FURES
4091,SUSTA
4092,ETILA
4093,TIBAR
4094,INATO
4095,TOMOS
4096,CIFRA
4097,LEIDE
4098,BEATA
4099,MINES
4100,CALOS
4101,LEITO
4102,MISTO
4103,SLANG
4104,AIACE
4105,ALUDI
4106,SUETO
4107,ITOBI
4108,BAOBA
4109,FINDE
4110,HIFEN
4111,DELIR
4112,FICHA
4113,PIABA
4114,GALAI
4115,BAILE
4116,APELO
4117,CARIE
4118,FALTE
4119,SABLE
4120,MORAR
4121,MELRO
4122,VOXEL
4123,SOPAS
4124,NADAM
4125,GOZAI
4126,CHONA
4127,CLOSE
4128,FUZUE
4129,DOLOR
4130,GAVEA
4131,PIORO
4132,PAUIS
4133,UIVAR
4134,GELAI
4135,ELFOS
4136,ATIRE
4137,LESEM
4138,FEROS
4139,FARDA
4140,BRUXA
4141,KAYAK
4142,TODAS
4143,FEIRE
4144,PESEI
4145,AVARE
4146,CANOA
4147,FUGAR
4148,ALAGA
4149,JOICA
4150,ZAMBO
4151,COARI
4152,TELEX
4153,FIXAM
4154,ABOBO
4155,AGAPE
4156,AGORA
4157,ELVAS
4158,SAGRE
4159,PATIM
4160,CUMEL
4161,ROLHO
4162,TACAR
4163,CALHE
4164,CHIBA
4165,MARAA
4166,GUETO
4167,DONDE
4168,LENTA
4169,POCOS
4170,TENDA
4171,ENTAO
4172,MANCO
4173,DESDO
4174,BRODO
4175,DOCEM
4176,LIGRE
4177,PAIBA
4178,RUBRO
4179,TUIDE
4180,AZOEM
4181,ROSES
4182,ATROZ
4183,REGAL
4184,VOTEI
4185,VALDO
4186,VEDRA
4187,TELAM
4188,SALSA
4189,AVECS
4190,LINDO
4191,CILHO
4192,MEIAS
4193,TAIKO
4194,CIADA
4195,LINDA
4196,MEDOS
4197,CRIES
4198,ANDAR
4199,COMER
4200,RODAI
4201,FAUNO
4202,DARDO
4203,PATIS
4204,RIUTA
4205,JEANE
4206,CUAIS
4207,PERDA
4208,MORES
4209,OUTRO
4210,BEIRO
4211,POUCO
4212,KUMYK
4213,ROMEM
4214,LABIA
4215,VERTE
4216,MERDA
4217,LOCAS
4218,TRACA
4219,MARAO
4220,DONDO
4221,TRINA
4222,TAPUA
4223,LESIM
4224,MUDRA
4225,SAIAS
4226,BIDUO
4227,OCTAL
4228,SEGAR
4229,FRILA
4230,URZAL
4231,ITERE
4232,BEBEM
4233,MOROS
4234,NECHO
4235,GORAI
4236,RELAO
4237,HARAS
4238,TIGRE
4239,GOLAR
4240,ITACO
4241,AIRAR
4242,LAVRO
4243,RAPES
4244,TIBAU
4245,ANTRO
4246,GUIZO
4247,RAMPA
4248,ABCAZ
4249,SUABE
4250,BUGIA
4251,ARIEL
4252,DOBAR
4253,FODAZ
4254,ENFIM
4255,FANHO
4256,MELAO
4257,URUBU
4258,EXTRA
4259,CUNHO
4260,VASTO
4261,GERME
4262,BUTAO
4263,OITOS
4264,SEIXO
4265,ANINA
4266,BABES
4267,AMIBA
4268,COROU
4269,TOKYO
4270,VERAZ
4271,CALEM
4272,XAREU
4273,ABNER
4274,AMOJO
4275,DILMO
4276,ELEPE
4277,SAGRA
4278,XAMAS
4279,VIRAR
4280,AZARE
4281,TENIA
4282,CAGAR
4283,TOMAI
4284,PONHO
4285,LEGRA
4286,XOGUM
4287,CORSO
4288,HAIKU
4289,AGITE
4290,GRITE
4291,CARPE
4292,LEIGO
4293,TOSSE
4294,GOULI
4295,MUGIR
4296,CURAO
4297,COSCO
4298,TURUQ
4299,SOCHO
4300,TESAS
4301,DADOR
4302,BARBA
4303,ROSOU
4304,COLMO
4305,CIBAR
4306,VALES
4307,ABALA
4308,VAZEM
4309,LICAO
4310,MAOME
4311,MANIR
4312,ILHOA
4313,QUIPA
4314,NAITE
4315,BANGO
4316,PESCA
4317,CORGO
4318,IMOLO
4319,ADOTE
4320,OUTAO
4321,DEBIL
4322,COLZA
4323,PIEMA
4324,DATAR
4325,CHECO
4326,LARPO
4327,SOLDA
4328,GRITO
4329,VEADO
4330,LISCO
4331,CROCO
4332,ANCHO
4333,CAUPI
4334,MAIRA
4335,MUXAO
4336,REZEM
4337,NISTO
4338,VINGA
4339,AZADO
4340,FARAD
4341,FUSCA
4342,MENSA
4343,IDEAR
4344,PARES
4345,OPTAM
4346,PAULO
4347,BOCOI
4348,MURTA
4349,ZOURA
4350,KOBAN
4351,ULULO
4352,CURAI
4353,COIRO
4354,LUPUS
4355,PERNA
4356,ZUNGE
4357,CAIUA
4358,APOJO
4359,FUTUM
4360,SAHEL
4361,AFAGO
4362,VEDES
4363,VATIO
4364,LIVIA
4365,CESSO
4366,LOBOS
4367,XINTO
4368,CLAME
4369,SOPRE
4370,SOMAS
4371,PLEBE
4372,ROUBA
4373,USEIS
4374,CENAS
4375,CURUA
4376,ALHAO
4377,PORRO
4378,SAIDA
4379,CORGA
4380,PERDI
4381,COSER
4382,FALEM
4383,PARIS
4384,MEIGA
4385,SANGA
4386,SUCIA
4387,LIMBO
4388,FALAS
4389,DANEM
4390,TESEI
4391,PALHA
4392,ENTRA
4393,AZOTO
4394,CHEKA
4395,SLIDE
4396,TONTO
4397,RALEI
4398,SOMAI
4399,SANAR
4400,AZOAM
4401,LOURA
4402,NUVEM
4403,FURNA
4404,SENNA
4405,POLVO
4406,URIBE
4407,TRUFA
4408,CAVES
4409,POPAS
4410,GUAJA
4411,FRACO
4412,GANHA
4413,CALIZ
4414,LUXEI
4415,DECEU
4416,AMAIS
4417,BUCLE
4418,AMAME
4419,MAMAL
4420,ZEROS
4421,MOSSA
4422,FOITO
4423,BERMA
4424,ALAVA
4425,ASSOU
4426,SNACK
4427,ATINO
4428,JUARA
4429,TROVA
4430,RAFEM
4431,DISSE
4432,BRODA
4433,GRAVA
4434,ENGAS
4435,ARAMO
4436,SOUTO
4437,CRIVO
4438,NACHO
4439,ETUDE
4440,TIFEU
4441,VILAS
4442,CUICA
4443,TREVO
4444,BICAR
4445,SOVEU
4446,BIJOU
4447,LIVRO
4448,TENDE
4449,DICAR
4450,OPERO
4451,TORAL
4452,DIMER
4453,VELHA
4454,ETICA
4455,TARAR
4456,DESPI
4457,RONHA
4458,SETAR
4459,ABALO
4460,BNDES
4461,BILAC
4462,NEVAI
4463,ACULE
4464,ARDOR
4465,ADABA
4466,RIMES
4467,TAVAO
4468,ESMAR
4469,CAUSO
4470,FURTO
4471,RIFAR
4472,CELIO
4473,ASEIS
4474,KARBI
4475,ABRIA
4476,CHEGA
4477,MONTO
4478,BOLOR
4479,GRIOT
4480,RITMO
4481,ARIAL
4482,LESCA
4483,PUJEI
4484,ANAOS
4485,ACHEI
4486,MODUS
4487,PENDE
4488,OPACA
4489,COSMA
4490,ENGUA
4491,POCAO
4492,SEIOS
4493,BILAR
4494,VEPSO
4495,SOLDE
4496,KULAK
4497,GASTE
4498,VIDEO
4499,ABACI
4500,SIRVO
4501,TESOU
4502,PENCE
4503,TOLDE
4504,BROMO
4505,PEUVA
4506,GESSA
4507,IRERE
4508,VADUZ
4509,ORNAI
4510,DEIXE
4511,PEOES
4512,FOFAR
4513,BIMBA
4514,COPAO
4515,PONTA
4516,ROXOS
4517,LUTES
4518,UNGIA
4519,CLONE
4520,BULIR
4521,TARJA
4522,FEIRA
4523,GOZAM
4524,AGOGO
4525,ABUJA
4526,MATAR
4527,TRELO
4528,MARGA
4529,XAILE
4530,FAZEM
4531,XABRE
4532,CABAU
4533,FREAR
4534,RUELA
4535,CIVIL
4536,SABRE
4537,ROMOU
4538,AVATI
4539,DORNA
4540,GEBRE
4541,DESTA
4542,SOURE
4543,LESAM
4544,ANEJO
4545,ALGOZ
4546,GALAR
4547,MACIO
4548,CAPAI
4549,TOSTA
4550,MODAL
4551,ZAPAR
4552,ZORRA
4553,AWETI
4554,ALVES
4555,DECIA
4556,SURDO
4557,ALIEN
4558,APARE
4559,LICOR
4560,SENHA
4561,LENIR
4562,VAREM
4563,MATAI
4564,MOLES
4565,LEVAI
4566,ELANE
4567,CAVEA
4568,PEDES
4569,NINJA
4570,ILHEU
4571,ZOMBO
4572,JUNIO
4573,METER
4574,PARTO
4575,FUFIO
4576,BEBEU
4577,CARDA
4578,IVANO
4579,MATOU
4580,PIREX
4581,ITRIO
4582,LUXOS
4583,SOMAM
4584,LINUX
4585,PABLA
4586,JAMBA
4587,GAMBE
4588,NEREU
4589,SOLIO
4590,TIDAS
4591,RADAO
4592,NADAR
4593,OSSOS
4594,TREMI
4595,BRIGO
4596,FELAS
4597,COUPE
4598,AZIMO
4599,GOZEI
4600,SPRAY
4601,ARIMO
4602,CASEM
4603,MUMIA
4604,EPICO
4605,XOTEI
4606,SABEI
4607,MATCH
4608,CAINS
4609,APOIO
4610,GLOBO
4611,RICOS
4612,ABAXO
4613,GEBAR
4614,ROLHE
4615,BODAO
4616,BELFA
4617,USAIS
4618,PEITE
4619,ACOAI
4620,LAUDE
4621,CRIAR
4622,PUXEM
4623,USURA
4624,AFEAR
4625,VIREM
4626,ALOJA
4627,PAPEL
4628,REMAS
4629,AFOFE
4630,MAINE
4631,LUXAR
4632,SOUTA
4633,CORRA
4634,LUSCO
4635,MUCIA
4636,SUINO
4637,CHULO
4638,DUBLE
4639,MOCHE
4640,JAIBA
4641,HULHA
4642,ADIRO
4643,GUGLE
4644,SERVO
4645,PROER
4646,AULAS
4647,TEQUE
4648,VIENA
4649,REINO
4650,BAMBA
4651,LOIRO
4652,ASSAR
4653,REDES
4654,NABAL
4655,VENCI
4656,OURAI
4657,NOUTE
4658,DURAS
4659,GLOSE
4660,NORMO
4661,TELOU
4662,LABIO
4663,PUXAO
4664,FURIA
4665,VIGER
4666,GOLES
4667,CORDA
4668,VULVA
4669,VIANA
4670,JAMBO
4671,JUSTO
4672,TEMAS
4673,PIVOT
4674,ROIAM
4675,USINA
4676,INALO
4677,PAINS
4678,JORNE
4679,AXILA
4680,SEJAM
4681,FOFES
4682,AGORA
4683,CEDRO
4684,OCASO
4685,EXATO
4686,FRIUL
4687,JOTAS
4688,LISOL
4689,JAGOZ
4690,TRESA
4691,HAJAM
4692,AREJE
4693,PALAS
4694,PEUGA
4695,BOFAS
4696,TORIO
4697,SOLTA
4698,RIMAM
4699,GUITO
4700,RAFAS
4701,PLANE
4702,CAIRU
4703,POJEM
4704,QUIVI
4705,ARACI
4706,CAVAM
4707,ODIOS
4708,DILMA
4709,OITAO
4710,GALEM
4711,NASSA
4712,PESEM
4713,TURFA
4714,TOSEM
4715,ROCIE
4716,BONDE
4717,ROMEU
4718,CORRI
4719,OBITO
4720,URGIR
4721,PISOU
4722,CUATA
4723,UMBRO
4724,INALE
4725,SUDRO
4726,SORNA
4727,JOEIS
4728,MURRA
4729,COLES
4730,MIJAI
4731,VEIRO
4732,APICE
4733,COLMA
4734,BRUAR
4735,CABRO
4736,REFRI
4737,ARUJO
4738,ANADA
4739,PEDAL
4740,ETNIA
4741,VANTE
4742,VIRIL
4743,CIMAO
4744,GOLAS
4745,FRUTO
4746,SINHA
4747,SWING
4748,GAZUA
4749,NALGA
4750,OMNIA
4751,IROSO
4752,ESPRU
4753,ORFAO
4754,GUISA
4755,REMAM
4756,ADIAM
4757,RACAS
4758,AROSI
4759,HEROI
4760,GODIA
4761,LEIXE
4762,MONIA
4763,FOTON
4764,SENTE
4765,ASSAZ
4766,ARELE
4767,ALGUR
4768,PENAL
4769,PROFE
4770,TRECO
4771,ITERO
4772,LIDAM
4773,SALSO
4774,LIRIA
4775,RECTA
4776,VODKA
4777,ZIPAI
4778,CAIBI
4779,JADER
4780,TAXAS
4781,TODOS
4782,NILAS
4783,NUBEO
4784,ANDAM
4785,CLERO
4786,PISAR
4787,TROAR
4788,FOSSE
4789,CAPOA
4790,LESAR
4791,FARTO
4792,SECOS
4793,GANHE
4794,SUELI
4795,ARTES
4796,ISCAR
4797,ATUOU
4798,SIGLA
4799,ANANO
4800,BARBO
4801,LEVAS
4802,NADOU
4803,CAVEM
4804,SOIAS
4805,TOMAM
4806,ALIAS
4807,CERVO
4808,MUFLA
4809,EXALO
4810,RONDA
4811,GABIA
4812,BIARI
4813,ZOUPO
4814,SAFAR
4815,COPIO
4816,FULER
4817,ARREU
4818,VOCLP
4819,GAIVA
4820,ESPIE
4821,AFANO
4822,USADA
4823,SLICK
4824,PAVIO
4825,FUMEI
4826,BISCA
4827,ROSCA
4828,MAIRI
4829,XENIO
4830,ABADE
4831,ARDIS
4832,TESAM
4833,SCHWA
4834,GUSPE
4835,LAIDO
4836,VENTO
4837,VALSE
4838,CENTO
4839,ALADO
4840,CABAZ
4841,SUFLE
4842,BRETE
4843,ILESO
4844,VOGAR
4845,OVULO
4846,CALOU
4847,PISAI
4848,QUETO
4849,BACON
4850,CANAL
4851,DUCHO
4852,BODAS
4853,UIVOS
4854,MIDIA
4855,LIBAS
4856,LESAS
4857,ANIXO
4858,AJAJA
4859,CEROL
4860,VALAS
4861,WICCA
4862,JOAES
4863,FUMAS
4864,AGITO
4865,MIRIA
4866,VEIAS
4867,ZIPAR
4868,UVULA
4869,TARRO
4870,DEISE
4871,LIDIO
4872,LANHA
4873,NEVEI
4874,MONGE
4875,SAVIA
4876,SABIO
4877,RACUM
4878,CHAPA
4879,SUBIR
4880,DERBI
4881,TECER
4882,BIRRA
4883,POUSO
4884,NOVAS
4885,FACTO
4886,TRAPO
4887,LIDEM
4888,BORNO
4889,ALOJO
4890,HAULE
4891,CEMBA
4892,LANCE
4893,ASTRO
4894,TONAR
4895,BIOCO
4896,RATAI
4897,JURAR
4898,ADORE
4899,POUTA
4900,ARIOS
4901,RASOS
4902,MUSSE
4903,GARRA
4904,NUCAO
4905,LEGUE
4906,LACOS
4907,GRUDO
4908,VENAL
4909,PEIDO
4910,INCAR
4911,ACUTA
4912,FECHA
4913,FOLIO
4914,TIROU
4915,TEBAS
4916,DUCHA
4917,BUGIE
4918,VIELA
4919,PELEU
4920,OPERE
4921,IDEAL
4922,MUDEM
4923,CERCE
4924,ATUES
4925,CHOTO
4926,MANDI
4927,FOLIE
4928,FIUZA
4929,PODAR
4930,ACUSE
4931,DROGA
4932,MORAM
4933,PICOS
4934,ANJOS
4935,CURRY
4936,RASAS
4937,MAIAS
4938,REZES
4939,OBTER
4940,UNHAS
4941,BALIR
4942,HIRTO
4943,BACIO
4944,FOLHA
4945,MOVER
4946,PUXAI
4947,BILAU
4948,JORNA
4949,NAKFA
4950,ENTRE
4951,BOTOX
4952,PASMO
4953,BOIIL
4954,BABEI
4955,VIDRO
4956,STOLL
4957,BEGUA
4958,FATIO
4959,LESTE
4960,SORVO
4961,BIGLE
4962,RATAO
4963,SACHA
4964,MOGOR
4965,OSEAS
4966,PEGAR
4967,BRACA
4968,HUMOR
4969,GATAS
4970,OTIMO
4971,POSTE
4972,FUMES
4973,ETENO
4974,VINHA
4975,LAIAR
4976,NEGAO
4977,JOGAR
4978,ATRIO
4979,QUATA
4980,RASAR
4981,AMITO
4982,ANITA
4983,NADOS
4984,EIXOS
4985,ATOMO
4986,XOCAR
4987,GEREM
4988,ACAJU
4989,ATESE
4990,GENTE
4991,DURAM
4992,ROJAS
4993,VATEL
4994,ASSIM
4995,TAXAR
4996,BURRA
4997,PERES
4998,CEVAR
4999,AGUAS
5000,ASNAR
5001,SARRA
5002,BAZAR
5003,RUBIS
5004,COUCE
5005,RAPAI
5006,GAITA
5007,CEFEU
5008,CONGO
5009,NAURU
5010,TISNE
5011,RASGA
5012,TRATA
5013,CAULE
5014,ADAME
5015,POCHA
5016,CHUTO
5017,FILIO
5018,JOOES
5019,VIREI
5020,BELAS
5021,CANAS
5022,VINCA
5023,TIVER
5024,LESTA
5025,JEOVA
5026,ROMAR
5027,USAVA
5028,SACAR
5029,KIRIE
5030,LOIOS
5031,XOFRE
5032,COLEI
5033,MEXIR
5034,FATIA
5035,LAPIS
5036,OBSTA
5037,TIMER
5038,FOGES
5039,LORDE
5040,TAIPU
5041,MULTE
5042,AVARA
5043,AVENA
5044,TODES
5045,CENSO
5046,BEDEL
5047,HONRA
5048,CRIOU
5049,TURVE
5050,WOLOF
5051,ANITO
5052,MOFAI
5053,DOURE
5054,ALUAR
5055,PANDU
5056,VELOU
5057,XEBRA
5058,TIMBA
5059,ADEGA
5060,FLUIR
5061,CILHA
5062,FUMOS
5063,CESTA
5064,APOLO
5065,BETIM
5066,MERCA
5067,PARIR
5068,SOVEM
5069,GICLO
5070,PARRO
5071,RIPAR
5072,DEIXO
5073,GELEM
5074,SORVA
5075,LOBBY
5076,HASTA
5077,CONTA
5078,TOUTA
5079,NANAR
5080,FIXES
5081,START
5082,TERAO
5083,PEDIA
5084,SENDO
5085,IURTA
5086,CURES
5087,SOFTA
5088,LESOU
5089,CIUME
5090,BANIS
5091,BOLAR
5092,ACOAR
5093,UNICA
5094,SAZAO
5095,OSTRA
5096,RALES
5097,TUTAS
5098,ERRAR
5099,MEXER
5100,SONAR
5101,SEVAM
5102,CROAC
5103,ADRIO
5104,CANSO
5105,ERADO
5106,ROUBE
5107,MELAR
5108,CITEI
5109,CRAVO
5110,MOCOS
5111,PROBO
5112,IJACI
5113,PUERA
5114,LUTOU
5115,LUITA
5116,SACUE
5117,OPINE
5118,ZAZAO
5119,VOUGO
5120,BESTA
5121,ROJAI
5122,ABACO
5123,TAPAM
5124,CATAM
5125,BUZIO
5126,CATES
5127,VERCA
5128,COAVA
5129,OCAPI
5130,COVIA
5131,FOULA
5132,BECAS
5133,VAZIA
5134,QUOTA
5135,NHOCA
5136,REJAO
5137,NEVEM
5138,ARGAN
5139,ADIAS
5140,LODAO
5141,ICARO
5142,COIAS
5143,SCOUT
5144,CASPA
5145,POJES
5146,OBOES
5147,VISAO
5148,DUBIA
5149,OROCO
5150,NICHA
5151,CHEVA
5152,UVAIA
5153,OPIMO
5154,GOZOU
5155,FOSSO
5156,MEIOS
5157,OCUPA
5158,AFARE
5159,TARSO
5160,FORJA
5161,CASTA
5162,MAMEY
5163,SALAI
5164,PELAM
5165,TOPEM
5166,CALAI
5167,TACHE
5168,OUVIR
5169,DETER
5170,CUPIM
5171,BANIU
5172,ELIAS
5173,RAPAM
5174,REDOR
5175,ELISO
5176,SUJOS
5177,CASTO
5178,RIMAS
5179,FATOR
5180,PATOA
5181,FRASE
5182,AFALA
5183,MACAR
5184,ESGAR
5185,DOULA
5186,VALDA
5187,ANDAS
5188,TRICK
5189,ACASO
5190,GRIDE
5191,JUNTA
5192,BISPA
5193,MUDES
5194,COITE
5195,DIECO
5196,TAPEM
5197,ALGOR
5198,QUECA
5199,VAZAI
5200,PIUMA
5201,CAVEI
5202,PILIO
5203,ATUEI
5204,MUQUE
5205,FEIXE
5206,TROTE
5207,IRATI
5208,CATEM
5209,RUMOU
5210,BUCHO
5211,GAIAR
5212,RABIL
5213,RUMEM
5214,ANOTO
5215,OPTAS
5216,SOROS
5217,FEBEU
